judul,tanggal,konten,link
Kelurahan Way Urang jadi pusat peluncuran Kopdes Merah Putih di Lampung,2025-07-21,"Lampung Selatan (ANTARA) - Koperasi Kelurahan Way Urang, Kecamatan Kalianda, menjadi pusat peluncuran pembentukan Koperasi Desa/Kelurahan (Kopdes) Merah Putih di Kabupaten Lampung Selatan, Provinsi Lampung pada Senin. Koperasi ini menjadi percontohan karena berhasil menjalin kerja sama dengan beberapa mitra Badan Usaha Milik Negara (BUMN) untuk pengadaan pupuk, gas elpiji, sembako, apotek, hingga transaksi perbankan. ""Hari ini menjadi momentum yang sangat bersejarah, dimana Kabupaten Lampung Selatan terpilih menjadi lokasi pusat peluncuran koperasi merah putih di seluruh kabupaten kota di Provinsi Lampung,"" kata Bupati Lampung Selatan Radityo Egi Pratama di Kalianda, Senin. Ia mengharapkan keberadaan koperasi ini dapat membuka lapangan kerja di tingkat desa dan kelurahan. Selain itu, kata dia, Koperasi Merah Putih juga dapat mendorong peningkatan ekonomi masyarakat, ketahanan pangan, dan kesejahteraan warga secara berkelanjutan. Oleh karena itu, ia mengucapkan terima kasih bapak Presiden Prabowo Subianto dan kepada seluruh pihak terkait atas terselenggaranya peluncuran Kopdes di seluruh daerah di Indonesia. “Saya ucapkan terima kasih kepada bapak Presiden RI dan bapak menteri bidang pangan, serta bapak gubernur Lampung yang telah memberikan perhatian besar terhadap pengembangan koperasi merah putih di seluruh Indonesia khususnya di Provinsi Lampung,” ucapnya. Ia mengharapkan pelaksanaan kegiatan tersebut dapat mendorong peningkatan ekonomi masyarakat, ketahanan pangan, dan kesejahteraan warga secara berkelanjutan. Kopdes Merah Putih diluncurkan berdasarkan Instruksi Presiden No 9 Tahun 2025 tentang Percepatan Pembentukan Koperasi Desa/Kelurahan Merah Putih. Inpres dikeluarkan dan berlaku pada 27 Maret 2025. Program ini bertujuan untuk membangun ekonomi dari desa dan menciptakan pemerataan dan memerdekakan masyarakat dari kemiskinan. Sebanyak 13 kementerian dan 2 badan dilibatkan untuk menyukseskan Program Kopdes Merah Putih, termasuk para gubernur, wali kota/bupati dan kepala desa. Kemiskinan merupakan sumber ketidakmampuan masyarakat untuk mengakses layanan dasar utama seperti pendidikan, kesehatan, dan infrastruktur yang layak. Berdasarkan data BPS (2025) jumlah penduduk miskin pada September 2024 sebanyak 24,06 juta orang atau 8,57 persen. Bahkan, 3.170.003 jiwa masuk dalam kategori miskin ekstrem. Baca juga: Kopdes Merah Putih bisa tekan harga LPG 3 kg jadi Rp18 ribu Baca juga: Menkop: Eks pekerja migran bisa bekerja di Kopdes Merah Putih Baca juga: Pemkab Lampung Selatan pastikan 260 Kopdes Merah Putih telah terbentuk",https://lampung.antaranews.com/berita/787837/kelurahan-way-urang-jadi-pusat-peluncuran-kopdes-merah-putih-di-lampung
BNNK Lamsel perkuat edukasi cegah narkoba di sekolah,2025-07-18,"Lampung Selatan (ANTARA) - Badan Narkotika Nasional Kabupaten (BNNK) Lampung Selatan (Lamsel) Provinsi Lampung memperkuat edukasi dan penyuluhan kepada pelajar di wilayah tersebut guna mencegah penyalahgunaan narkoba di lingkungan sekolah. Kepala BNNK Lamsel Rahmad Hidayat di Kalianda Jumat mengatakan, dalam kegiatan masa pengenalan lingkungan sekolah (MPLS), para pelajar harus dibekali pengetahuan tentang dampak negatif dari penyalahgunaan narkoba. “Kami terus menggencarkan sosialisasi dan mengedukasi siswa-siswi di sekolah, tim memberikan penyuluhan kepada peserta didik baru tentang pelajar sehat tanpa narkoba,” katanya. Dirinya menambahkan, generasi muda menjadi yang paling rentan terhadap penyalahgunaan narkoba. Untuk itu, perlu adanya pemahaman terkait bahaya narkoba bagi para generasi muda. “Pentingnya peran generasi muda dalam mencegah penyalahgunaan narkoba, karena generasi muda adalah aset bangsa yang sangat berharga,” katanya. Karena itu, BNNK Lamsel terus melakukan berbagai upaya untuk memberikan informasi yang akurat tentang dampak negatif narkoba terhadap kesehatan, prestasi akademik, dan masa depan siswa. ""Dengan demikian, diharapkan sebagai generasi emas tahun 2045, dapat lebih waspada dan berperan aktif dalam mencegah penyalahgunaan narkoba,"" ujarnya. Menurutnya, kegiatan tersebut merupakan bagian dari upaya BNNK Lampung Selatan untuk meningkatkan kesadaran dan kepedulian masyarakat, khususnya generasi muda terhadap bahaya narkoba.",https://lampung.antaranews.com/berita/787429/bnnk-lamsel-perkuat-edukasi-cegah-narkoba-di-sekolah
DPRD Lampung minta percepatan unit pemukiman transmigrasi jadi desa definitif,2025-07-22,"Bandarlampung (ANTARA) - Anggota DPRD Provinsi Lampung dari Daerah Pemilihan (Dapil) Lampung Tengah Munir Abdul Haris meminta Unit Pemukiman Transmigrasi SP I dan II Way Terusan, Kecamatan Bandar Mataram, bisa menjadi desa definitif. Ia menyampaikan interupsi secara langsung kepada Gubernur Lampung dan Pimpinan DPRD Provinsi Lampung saat Rapat Paripurna DPRD beberapa waktu lalu. ""Kami mendapatkan amanah dari masyarakat unit pemukiman transmigrasi SP I dan II Way Terusan, Lampung Tengah, tentang keinginan mereka menjadi desa definitif,"" ujar Munir dalam pernyataan, Selasa. Munir mengungkapkan keberadaan dua unit transmigrasi ini bermula dari kebutuhan tenaga kerja oleh PT Indo Lampung, anak perusahaan PT Sugar Group Companies (SGC) yang pada 1996 melaksanakan program transmigrasi lokal dari Pringsewu dan Lampung Tengah bagian barat. ""Transmigrasi ini kemudian yang saat ini diisi oleh masyarakat SP I dan II Way Terusan,"" kata Anggota Fraksi PKB ini Namun, lanjut Munir, meski telah puluhan tahun menetap, warga di dua unit tersebut belum mendapatkan hak dasar sebagai warga negara. Bahkan akses listrik baru masuk pada 2023. ""Listrik baru masuk tahun 2023 di SP I dan II Way Terusan, setelah hampir 25 tahun hidup tanpa penerangan. Itu pun berkat perjuangan anak-anak muda seperti Wilanda Riski dan kawan-kawan, meski harus melalui intimidasi dan tekanan,"" ungkapnya. Oleh karena itu, ia mendesak Gubernur dan Pimpinan DPRD Lampung untuk segera mengoordinasikan percepatan status desa definitif tersebut ke pemerintah pusat, termasuk Kementerian Dalam Negeri dan Kementerian Desa PDTT. Ia menekankan seluruh syarat unit tersebut untuk menjadi desa definitif sudah terpenuhi. Mulai dari prasarana seperti sekolah, puskesmas, rumah ibadah, dan kantor kepala kampung, hingga jumlah penduduk, luas wilayah, serta jumlah KK. ""Sudah tidak ada alasan administratif. Semua persyaratan untuk menjadi desa sudah lengkap sesuai perundang-undangan,” tandas politisi muda ini. Munir juga mendorong agar Gubernur Lampung dapat menjembatani komunikasi dengan PT SGC untuk melepas wilayah SP I dan II agar tidak lagi masuk dalam kawasan perusahaan. ""SP I dan II Way Terusan ini berada dalam wilayah PT Indo Lampung atau PT SGC. Maka kami minta, PT SGC harus rela dan legawa melepas SP I dan II menjadi desa yang berdaulat dan definitif,"" pungkasnya. Baca juga: Komisi V DPRD Lampung dukung SE pencegahan perilaku LGBT di sekolah Baca juga: DPRD Lampung desak Pemprov bentuk Tim Lintas OPD untuk optimalisasi aset daerah Baca juga: Komisi V DPRD Lampung janji tindak lanjuti keluhan FKKS SMA-SMK swasta",https://lampung.antaranews.com/berita/788017/dprd-lampung-minta-percepatan-unit-pemukiman-transmigrasi-jadi-desa-definitif
"Jadi anggota Paskibraka Nasional, Bupati Lampung Tengah beri apresiasi siswi SMAN 1 Seputih",2025-07-08,"Bandarlampung (ANTARA) - Keberhasilan siswi SMAN 1 Seputih Mataram, Ni Made Ira Puspa Nandini menjadi anggota Paskibraka Nasional mewakili Provinsi Lampung, khususnya Kabupaten Lampung Tengah dinilai sangat membanggakan. Hal itu disampaikan Bupati Ardito Wijaya saat melepas keberangkatan Ira Puspa yang akan mengikuti pemusatan latihan di Jakarta. ""Ini prestasi yang hebat dan menjadikan masyarakat Lampung Tengah bangga. Soalnya, untuk bisa lolos jadi anggota Paskibraka Nasional butuh tahapan seleksi yang sangat ketat dan diikuti ratusan pesaing,” kata Bupati dalam pernyataan, Senin (7/7). Dalam kesempatan itu, Bupati sempat menyampaikan beberapa pesan pada Ira Puspa, antara lain, Ira Puspa diminta mengikuti pemusatan latihan dengan serius dan menjaga kesehatan. ""Patuhi instruksi yang diberikan selama pemusatan latihan. Tunjukkan kemampuan terbaikmu dan jangan lupa jaga kesehatan. Kami seluruh masyarakat Lampung Tengah ikut mendoakan semoga bisa sukses saat bertugas dalam upacara HUT RI di Istana Negara tanggal 17 Agustus mendatang,” tegasnya. Turut hadir dalam kegiatan tersebut antara lain, Asisten Bidang Ekonomi dan Pembangunan, Rusmadi, Kepala Kesbangpol Lampung Tengah, Kepala Sekolah SMAN 1 Seputih Mataram, Orang Tua dari Ni Made Ira Puspa Nandini dan Jajaran Purna Paskibraka Lampung Tengah.",https://lampung.antaranews.com/berita/785609/jadi-anggota-paskibraka-nasional-bupati-lampung-tengah-beri-apresiasi-siswi-sman-1-seputih
Bupati Lampung Tengah resmikan Gedung Pastoral di Tanjung Mas,2025-07-08,"Bandarlampung (ANTARA) - Bupati Ardito Wijaya meresmikan Gedung Pastoral Wilayah Unit Pastoral Tanjung Mas, Kampung Payung Batu, Kecamatan Pubian, Minggu (6/7), untuk memperkuat pelayanan pastoral bagi umat katolik. ""Gedung pastoral ini merupakan simbol komitmen kita untuk meningkatkan kualitas pelayanan pastoral dan memberikan ruang yang nyaman bagi umat katolik untuk mengembangkan rohani dan sosial baik di dalam atau di luar gereja,"" ungkap Ardito dalam pernyataan. Bupati Ardito Wijaya juga mengucapkan terima kasih kepada seluruh pihak yang telah berkontribusi dalam pembangunan gedung ini. ""Saya berharap gedung ini dapat menjadi pusat pelayanan pastoral yang prima dan memberikan manfaat besar bagi masyarakat,"" pungkasnya. Hadir dalam acara peresmian tersebut antara lain, Anggota DPRD Lampung Tengah, Pastor Paroki Kalirejo, Camat Pubian beserta Forkopimcam, Tokoh Masyarakat dan Tokoh Agama.",https://lampung.antaranews.com/berita/785605/bupati-lampung-tengah-resmikan-gedung-pastoral-di-tanjung-mas
Bupati Lamtim dan Rektor Unila kunjungi calon mahasiswa penerima program beasiswa di Jabung,2025-07-20,"Lampung Timur (ANTARA) - Bupati Lampung Timur Ela Siti Nuryamah bersama Rektor Universitas Lampung (Unila) Lusmeilia Afriani, mengunjungi sejumlah calon mahasiswa Unila di Kecamatan Jabung, Sabtu (19/7/25), penerima penerima program beasiswa. Rilis Humas Pemkab Lampung Timur menyebutkan, kunjungan ini merupakan bagian dari program khusus Unila yang memberikan perhatian serius terhadap pendidikan anak-anak di wilayah Kecamatan Jabung. Program tersebut digagas langsung oleh Kapolda Lampung sebagai bentuk sinergi antara kepolisian, perguruan tinggi, dan pemerintah daerah. Rektor Unila, Prof. Lusmeilia Afriani, menyampaikan bahwa untuk tahun ajaran 2025, Unila membuka akses khusus bagi anak-anak di Jabung yang berasal dari keluarga ekonomi menengah ke bawah. “Unila ingin memastikan anak-anak di Jabung mendapatkan kesempatan yang sama dalam pendidikan. Kami ingin mereka tumbuh menjadi insan cerdas yang bisa berkontribusi bagi pembangunan daerahnya,” ujar Lusmeilia. Ia menegaskan bahwa program beasiswa ini tidak hanya menanggung biaya kuliah, tapi juga memberi pendampingan kepada mahasiswa agar bisa menyelesaikan studi dengan baik. Bupati Lampung Timur Hj. Ela Siti Nuryamah menyambut baik dan memberikan apresiasi tinggi atas keterlibatan langsung pihak Unila dalam mendorong kemajuan pendidikan di wilayahnya, khususnya di Jabung. “Atas nama Pemerintah Kabupaten Lampung Timur, saya sangat menghargai kepedulian Unila. Kehadiran langsung Rektor Unila ke Jabung menjadi bukti bahwa pendidikan adalah tanggung jawab bersama,” ujar bupati Ela Siti Nuryamah. Menurutnya, sinergi antara Polda Lampung, Universitas Lampung, dan Pemerintah Kabupaten Lampung Timur merupakan bentuk komitmen untuk mengubah stigma terhadap wilayah Jabung menjadi lebih positif melalui pendidikan. Ela berharap para penerima beasiswa bisa memanfaatkan kesempatan ini sebaik mungkin. Ia juga berpesan kepada para orang tua agar mendukung penuh proses belajar anak-anaknya selama menempuh pendidikan tinggi di Unila. “Kepada anak-anakku di Jabung, kalian telah mendapat kepercayaan besar. Jangan sia-siakan kesempatan ini. Belajarlah sungguh-sungguh agar kelak bisa kembali dan membangun kampung halaman,” ucap Bupati. Dari data yang dihimpun, terdapat tujuh orang calon mahasiswa asal Jabung yang menerima beasiswa penuh dari Unila. Mereka telah lolos seleksi dan siap memulai perkuliahan di berbagai program studi unggulan. Berikut daftar penerima beasiswa: Rasya Aditia Putra (S1 Teknik Elektro), Agustina (S1 Manajemen), Muhammad Rizky (S1 Ilmu Komputer), Desma Amelya Putri (S1 Bimbingan Konseling), Riskia Aprinda (S1 Bimbingan Konseling), Anis Marsela (S1 Pendidikan Bahasa dan Sastra Indonesia), serta Hendri Dwi Kuncoro Djati (S1 Ilmu Pemerintahan). Orang tua dari calon mahasiswa yang dikunjungi tampak haru dan bangga atas pencapaian anak-anak mereka. Beberapa bahkan mengaku tidak pernah membayangkan anaknya bisa kuliah di universitas negeri ternama. “Saya bersyukur sekali. Anak saya jadi yang pertama kuliah di keluarga besar kami. Terima kasih kepada Unila, Polda, dan Ibu Bupati,” ujar salah satu wali mahasiswa.",https://lampung.antaranews.com/berita/787605/bupati-lamtim-dan-rektor-unila-kunjungi-calon-mahasiswa-penerima-program-beasiswa-di-jabung
Kejati Lampung tangkap satu DPO pelaku korupsi MAN IC di Lampung Timur,2025-07-18,"Bandarlampung   (ANTARA) - Tim Intelijen Kejaksaan Tinggi Lampung bersama Tim Intelijen Kejaksaan Negeri Lampung Timur berhasil melakukan penangkapan terhadap seorang Daftar Pencarian Orang (DPO) tindak pidana korupsi atas pembangunan gedung mes guru MAN IC Lampung Timur. ""Penangkapan berlangsung di rumah makan nasi Kapau Minang Indah, Kecamatan Sukarame, Kota Bandar Lampung pada Kamis (17/7) ,"" kata Asisten Intelijen Kejati Lampung Fajar Gurindro di Bandarlampung, Jumat. Dia menjelaskan KM alias AS ditetapkan sebagai tersangka atas dugaan korupsi pelaksanaan pembangunan mes guru MAN IC Lampung Timur tahun anggaran 2021 dengan nilai anggaran sebesar Rp2,26 miliar. ""Kasus ini telah ditangani oleh Kejaksaan Negeri Lampung Timur sejak Mei 2024, namun selama proses penyidikan tersangka sempat melarikan diri selama kurang lebih satu tahun,"" kata dia. Penangkapan dilakukan berdasarkan operasi intelijen yang terencana dan langsung dilanjutkan dengan pemeriksaan oleh Tim Penyidik Tindak Pidana Khusus Kejaksaan Negeri Lampung Timur di Kantor Kejaksaan Tinggi Lampung. ""Selanjutnya, tersangka ditahan di Rumah Tahanan Kelas I Way Huwi Bandarlampung selama 20 hari sejak 17 Juli hingga 5 Agustus 2025. Penahanan dilakukan dengan mempertimbangkan potensi tersangka untuk melarikan diri, merusak atau menghilangkan barang bukti, serta kemungkinan mengulangi tindak pidana,"" kata dia. Ia menegaskan komitmen Kejati Lampung dalam memberantas tindak pidana korupsi dan menjalankan proses hukum secara transparan dan akuntabel. Keberhasilan penangkapan ini juga menjadi pesan moral bahwa negara hadir untuk menegakkan keadilan dan memastikan penanganan perkara dilakukan secara tuntas. “Keberhasilan penangkapan ini menjadi bukti nyata bahwa di manapun pelaku kejahatan bersembunyi, keadilan akan tetap mengejar mereka,"" kata dia. Ia pun mengatakan kejaksaan bertekad untuk terus menjaga integritas, mengawal proses hukum secara profesional, dan memastikan tidak ada ruang bagi pelaku korupsi untuk lepas dari jerat hukum. ""Negara hadir untuk melindungi hak-hak masyarakat dan menegakkan supremasi hukum tanpa kompromi,"" kata dia. Kejaksaan mengimbau masyarakat untuk terus mendukung upaya pemberantasan korupsi dan menjaga kepercayaan terhadap penegakan hukum yang tegas dan humanis. ""Penangkapan ini mengirimkan pesan tegas bahwa tidak ada tempat yang aman bagi DPO di tengah-tengah masyarakat. Komitmen penegakan hukum oleh Kejaksaan Tinggi Lampung memastikan bahwa pelaku kejahatan, termasuk korupsi, akan terus diburu dan diproses sesuai aturan yang berlaku,"" kata dia.",https://lampung.antaranews.com/berita/787333/kejati-lampung-tangkap-satu-dpo-pelaku-korupsi-man-ic-di-lampung-timur
DLH Provinsi Lampung verifikasi aduan tambang galian C di Desa Sukorahayu Lamtim,2025-07-04,"Lampung Timur (ANTARA) - Dinas Lingkungan Hidul (DLH) Provinsi Lampung respon aduan masyarakat perihal usaha tambang galian C tidak berijin di Desa Sukorahayu Kecamatan Labuhan Maringgai Kabupaten Lampung Timur (Lamtim). Kabid Penataan, dan Peningkatan Kapasitas Lingkungan DLH Provinsi Lampung Yulia Mustika Sari menjelaskan, pihaknya menerima aduan masyarakat adanya tambang galian C tidak berijin di Desa Sukorahayu. DLH pun memverifikasi ke lokasi di Desa Sukorahayu, pada Kamis (3/7). Setelah melakukan verivikasi, DLH Provinsi Lampung mendapati tiga pengusaha tambang galian C tidak berizin beroperasi di wilayah ijin usaha tambang (IUP) PT Nanda Jaya Silika. Untuk menyelesaikan masalah tersebut, DLH Provinsi Lampung mempertemukan PT Nanda Jaya Silika dengan 3 pengusaha tambang tidak berijin tersebut, atas nama Herli, Vina, Dulmajid. DLH, bersama Dinas ESDM Provinsi Lampung, Dinas DLH PKPP Lampung Timur, Polsek Labuhan Maringgai, Pemerintah Kecamatan Labuhan Maringgai, Pemerintah Desa Sukorahayu mengelar musyawarah yang menghadirkan perwakilan PT Nanda Jaya Silika, dan perwakilan 3 pengusaha tambang tersebut. Dalam musyawarah, DLH Provinsi Lampung merekomendasikan 3 pengusaha tambang itu untuk bekerjasama atau bergabung dengan PT Nanda Jaya Silika. Dengan skema tersebut, maka usaha tambang milik ketiganya akan menjadi legal. DLH pun memasang plang atau papan peringatan penghentian sementara kegiatan tambang ketiganya. ""Kami memasang papan peringatan ini untuk penghentian sementara sampai terjadi kesepakatan antara pihak yang melakukan penambangan ini dengan pemilik IUP yakni PT Nanda Jaya Silika,"" ujar Yulia Mustika. Yulia Mustika mengatakan, pihaknya telah memfasilitasi melalui musyawarah, dengan mendorong adanya saling kerjasama. ""Apabila terjadi kesepakatan, kami bisa cabut plang peringatannya. Tapi Apabila mereka mengabaikan, dan masih tetap beroperasi, kami akan serahkan masalah ini ke aparat penegak hukum,"" terangnya.",https://lampung.antaranews.com/berita/784833/dlh-provinsi-lampung-verifikasi-aduan-tambang-galian-c-di-desa-sukorahayu-lamtim
Pemkab Lampung Barat jaring bibit unggul atlet lewat Kejurda pelajar,2025-07-22,"Lampung Barat (ANTARA) - Pemerintah Kabupaten Lampung Barat (Lambar) siap menjaring bibit unggul atlet melalui kegiatan Pekan Olahraga Pelajar Kabupaten (PORKAB) II yang berlangsung di GOR Ajisaka Sekuting Terpadu, Pekon (Desa) Watas, Kecamatan Balik Bukit. Bupati Lampung Barat Parosil Mabsus saat dihubungi dari Lampung Selatan, Selasa, mengatakan kejuaraan daerah pelajar menjadi wujud komitmen pemerintah daerah dalam menjaring bibit unggul pelajar berprestasi di bidang olahraga. ""Melalui PORKAB, pemerintah daerah berkomitmen mencetak atlet-atlet potensial agar mampu berprestasi di tingkat provinsi, nasional, bahkan internasional,"" kata dia. Tidak hanya itu, lanjut dia, kejuaraan tersebut juga bermanfaat untuk mengukur pembinaan prestasi dan memotivasi serta mengoptimalkan pengembangan potensi atlet di Kabupaten Lampung Barat. ""Ini bukan sekadar ajang kompetisi, melainkan juga sebagai sarana pembinaan karakter generasi muda Lampung Barat. PORKAB ini juga bukan hanya soal menang atau kalah. Lebih dari itu, ini adalah proses membina mental, kejujuran, sportivitas, dan kerja sama yang menjadi pondasi penting bagi generasi muda kita,"" ucapnya. Dengan adanya penyelenggaraan kejuaraan tersebut, Bupati turut mengapresiasi kerja keras panitia, para atlet, pelatih, dan seluruh pihak yang telah mendukung PORKAB 2025. Oleh karena itu, lanjut dia, kegiatan ini juga diharapkan dapat memperkuat rasa kebersamaan dan persatuan di tengah masyarakat. ""Kepada panitia saya tekankan agar junjung tinggi sportivitas, jujur, jangan berpihak kepada salah satu pihak,"" ujar dia. Sementara itu, Kepala Dinas Disporapar Lampung Barat Dahlin menjelaskan kegiatan PORKAB 2025 diikuti 414 atlet pelajar, yang berasal dari 18 Sekolah di Lampung Barat. ""Melibatkan empat cabang olahraga yakni, basket, pencak silat, atletik dan Badminton. Pertandingan akan berlangsung selama tiga hari, mulai 22 hingga 24 Juli 2025. Berlangsung di tiga titik, GOR Ajisaka, Stadion Sekala Bekhak dan GOR Sabah Bekhak diikuti siswa SMP dan SMA,"" ujarnya. Dahlin mengharapkan kegiatan tersebut menjadi titik awal yang lebih kuat dalam pembinaan olahraga pelajar di Lampung Barat. ""Akan lahir atlet-atlet berbakat dari PORKAB ini yang ke depan dapat membawa harum nama kabupaten kita,"" kata Dahlin. Baca juga: Bupati Lampung Barat bagikan ratusan bibit pohon alpukat kepada warga Baca juga: Bupati Lampung Barat tekankan pendidikan penting dalam kemajuan daerah Baca juga: Bupati Lambar ajak Forkopimda gencarkan sosialisasi ancaman harimau",https://lampung.antaranews.com/berita/788125/pemkab-lampung-barat-jaring-bibit-unggul-atlet-lewat-kejurda-pelajar
Bupati Lampung Barat tekankan pendidikan penting dalam kemajuan daerah,2025-07-22,"Lampung Barat (ANTARA) - Bupati Kabupaten Lampung Barat Parosil Mabsus menyebutkan pendidikan memiliki peran yang sangat penting dalam mewujudkan mimpi kemajuan sebuah daerah. “Pendidikan adalah salah satu pilar utama dalam membangun sebuah daerah yang kuat dan berdaya saing, dengan pendidikan yang berkualitas, maka akan tercipta masyarakat yang lebih inklusif, memiliki kemampuan daya saing di masa depan,” kata Bupati Lampung Barat (Lambar) Parosil Mabsus saat dihubungi dari Lampung Selatan, Selasa. Dengan pentingnya pengembangan pendidikan, kata dia, Kabupaten Lampung Barat harus memiliki tenaga pendidik yang mampu memberikan dampak positif bagi pelajar di wilayah tersebut. Oleh karena itu pihaknya meminta para guru di Lampung Barat untuk melakukan inovasi dalam memajukan pendidikan, menekankan pentingnya pelajar guna menjadi pribadi yang kreatif dan berjiwa pemimpin. ""Maka dari itu saya minta guru di Lampung Barat agar berinovasi dan mencetuskan terobosan-terobosan, bagaimana cara memajukan dunia pendidikan di Lampung Barat,"" ucapnya. Sebab, kata Parosil, guru merupakan kunci utama dalam menciptakan masa depan yang cerah bagi para pelajar melalui pendidikan di sekolah. ""Peran guru tidak hanya sebatas menyampaikan materi pelajaran, tetapi juga menjadi sosok yang membimbing dan menginspirasi,"" ujarnya. Tidak hanya itu ia menerangkan pengembangan kompetensi Sumber Daya Manusia (SDM) juga merupakan kemajuan daerah dan jalan menuju Indonesia Emas 2045. Untuk diketahui, Bupati Kabupaten Lampung Barat Parosil Mabsus telah melantik 240 kepala sekolah mulai dari Taman Kanak-kanak (TK), Sekolah Dasar (SD) dan Sekolah Menengah Pertama (SMP) se-Kabupaten Lampung Barat di Gedung Serba Guna (GSG) Bung Karno Kecamatan Sumber Jaya.",https://lampung.antaranews.com/berita/788069/bupati-lampung-barat-tekankan-pendidikan-penting-dalam-kemajuan-daerah
